"","unique_genes","Entrez","Ensembl","Symbols"
"140860",1.05574037293236,"140860","ENSRNOG00000017976","Slco2b1"
"304078",1.05475254107664,"304078","ENSRNOG00000001701","Cbr3"
"60670",1.05460947098509,"60670","ENSRNOG00000009157","Fut4"
"25117",1.05396321253618,"25117","ENSRNOG00000017084","Hsd11b2"
"680523",1.05223499201924,"680523","ENSRNOG00000037982","Tmem236"
"289733",1.05217972540125,"289733","ENSRNOG00000025121","Pla2g3"
"293566",1.04915477261162,"293566","ENSRNOG00000015902","Cpxm2"
"313558",1.04879575001984,"313558","ENSRNOG00000032639","Foxo6"
"304125",1.04803454729529,"304125","ENSRNOG00000027691","Cldn17"
"100361492",1.04516036791349,"100361492","ENSRNOG00000001466","Cyp2c55"
"296145",1.04459807054337,"296145","ENSRNOG00000017550","Fbln7"
"365352",1.04434122494374,"365352","ENSRNOG00000016210","Mical2"
"360906",1.04336626653444,"360906","ENSRNOG00000023533","Dipk1a"
"291245",1.0364103391372,"291245","ENSRNOG00000017833","Actn2"
"365057",1.0363018945281,"365057","ENSRNOG00000031700","Map3k5"
"317494",1.03284924780654,"317494","ENSRNOG00000030759","Nhs"
"25747",1.03208209797162,"25747","ENSRNOG00000021463","Ppara"
"305264",1.02777460130806,"305264","ENSRNOG00000062781","Ugt2b10"
"681037",1.02691079114716,"681037","ENSRNOG00000067168","Prelid2"
"305235",1.02638101799819,"305235","ENSRNOG00000002256","Art3"
"114028",1.02358891820245,"114028","ENSRNOG00000010649","Ctnnd2"
"84576",1.02266824752854,"84576","ENSRNOG00000013695","Hdac1l"
"25274",1.02236565900113,"25274","ENSRNOG00000000186","Tst"
"29437",1.02127066934027,"29437","ENSRNOG00000017786","Acta1"
"680711",1.01896012631246,"680711","ENSRNOG00000068266","Nxpe5"
"25672",1.01781425861874,"25672","ENSRNOG00000034007","Nr3c2"
"686081",1.01539714454715,"686081","ENSRNOG00000003251","B3galt2"
"25146",1.01538672926121,"25146","ENSRNOG00000020035","Cyp17a1"
"313436",1.01503997079667,"313436","ENSRNOG00000013162","Zcchc12"
"314321",1.01368378101936,"314321","ENSRNOG00000027115","Zc2hc1c"
"60667",1.01236464279264,"60667","ENSRNOG00000007795","Gpr20"
"24807",1.01044798400684,"24807","ENSRNOG00000005853","Tacr1"
"360887",1.00806715592686,"360887","ENSRNOG00000043201","Coq8a"
"294806",1.00699932882246,"294806","ENSRNOG00000018570","C1qtnf3"
"292325",1.00576783582691,"292325","ENSRNOG00000014471","B3gnt6"
"289335",1.00311343217115,"289335","ENSRNOG00000003562","Susd4"
"310256",0.999324489091315,"310256","ENSRNOG00000027971","Lrrc31"
"83627",0.998570819799115,"83627","ENSRNOG00000004645","Galnt5"
"311252",0.998359664322162,"311252","ENSRNOG00000005348","Pamr1"
"252878",0.99826560760192,"252878","ENSRNOG00000008930","Tnfsf15"
"24450",0.997115923137303,"24450","ENSRNOG00000019120","Hmgcs2"
"81743",0.994103458294354,"81743","ENSRNOG00000019560","Pde2a"
"100314164",0.993570453729253,"100314164","ENSRNOG00000063469","Mir196b"
"25046",0.99311538137546,"25046","ENSRNOG00000004405","Pigr"
"100188934",0.990160089894728,"100188934","ENSRNOG00000022957","Ctxn3"
"29632",0.987289392634838,"29632","ENSRNOG00000019441","Hsd3b2"
"500997",0.980683171650003,"500997","ENSRNOG00000012022","Pou2af2"
"683713",0.977263024482779,"683713","ENSRNOG00000042041","Gal3st1"
"498491",0.976753373095466,"498491","ENSRNOG00000032368","Tlr11"
"361266",0.975756063860145,"361266","ENSRNOG00000062679","Akr1c13"
"304900",0.975199782848156,"304900","ENSRNOG00000005667","Astn1"
"292905",0.9733177012715,"292905","ENSRNOG00000020719","Hrc"
"84489",0.973119881575581,"84489","ENSRNOG00000016818","Fgfr3"
"25719",0.972749434788219,"25719","ENSRNOG00000007542","Scg5"
"302970",0.971606716387151,"302970","ENSRNOG00000029223","Prss32"
"79146",0.970094999756066,"79146","ENSRNOG00000004650","Begain"
"309122",0.96983873322311,"309122","ENSRNOG00000062678","H19"
"288743",0.968128673600344,"288743","ENSRNOG00000000708","Sgsm1"
"24250",0.96731889670744,"24250","ENSRNOG00000029528","Cbs"
"66013",0.965959101772701,"66013","ENSRNOG00000007733","Arhgef9"
"691889",0.96360226546045,"691889","ENSRNOG00000008053","Atp8a2"
"684545",0.962720811372681,"684545","ENSRNOG00000049759","Nlrp2"
"113912",0.961372450610898,"113912","ENSRNOG00000030920","Rtn4r"
"246245",0.960595792772483,"246245","ENSRNOG00000003510","Fmo2"
"298961",0.958785253476412,"298961","ENSRNOG00000005023","Agr2"
"365494",0.958393219555845,"365494","ENSRNOG00000025060","Nanos1"
"361341",0.948179857579027,"361341","ENSRNOG00000062986","Ccbe1"
"25302",0.947980372095982,"25302","ENSRNOG00000010853","Chrna7"
"317674",0.945255533431769,"317674","ENSRNOG00000014678","Fzd5"
"114102",0.944254091431701,"114102","ENSRNOG00000033087","Cdh23"
"64314",0.944121503418008,"64314","ENSRNOG00000016707","Casp2"
"288593",0.942048157748451,"288593","ENSRNOG00000031162","Ccl24"
"83521",0.941325873334284,"83521","ENSRNOG00000011901","Rrad"
"302884",0.939296544783297,"302884","ENSRNOG00000067060","C3h15orf48"
"494499",0.93919105038111,"494499","ENSRNOG00000000201","Gsta5"
"114505",0.938869433955004,"114505","ENSRNOG00000016299","Klf4"
"306570",0.937687431328663,"306570","ENSRNOG00000018241","Ank1"
"691703",0.935641019455186,"691703","ENSRNOG00000034236","C2cd4a"
"78975",0.934852087994237,"78975","ENSRNOG00000007706","Prkaa2"
"316351",0.933283851316939,"316351","ENSRNOG00000013408","Npas2"
"298692",0.932904037614813,"298692","ENSRNOG00000020132","Ttll10"
"170566",0.931489269399207,"170566","ENSRNOG00000000588","Slc16a10"
"25139",0.930272271584667,"25139","ENSRNOG00000017226","Slc2a4"
"252922",0.929705605327397,"252922","ENSRNOG00000006709","Pzp"
"298496",0.929462176943082,"298496","ENSRNOG00000060435","Kcnq4"
"113918",0.928584422307643,"113918","ENSRNOG00000068642","Slc6a20a"
"306198",0.922886326488711,"306198","ENSRNOG00000014075","Clybl"
"299616",0.922513114426131,"299616","ENSRNOG00000024975","Atp8b3"
"305604",0.9211267252061,"305604","ENSRNOG00000003553","Efemp1"
"24503",0.920747755046784,"24503","ENSRNOG00000020248","Ina"
"100303643",0.920688443842603,"100303643","ENSRNOG00000019129","Fcgbp"
"100910404",0.920180790451782,"100910404","ENSRNOG00000057966","Smim31"
"689415",0.91931424570172,"689415","ENSRNOG00000043098","Mt2A"
"117267",0.918260538720029,"117267","ENSRNOG00000018082","Slc26a2"
"362812",0.918012592132648,"362812","ENSRNOG00000033361","Slc39a5"
"84588",0.914325386123941,"84588","ENSRNOG00000010263","Cldn11"
"362518",0.91218046487847,"362518","ENSRNOG00000006800","Pgap4"
"362481",0.910826256642435,"362481","ENSRNOG00000010777","Tox"
"100301568",0.91056994272692,"100301568","ENSRNOG00000046958","Abo"
"308836",0.908984392313027,"308836","ENSRNOG00000012494","Kctd14"
"24831",0.90739494791828,"24831","ENSRNOG00000006649","Thrb"
"407765",0.904573439416529,"407765","ENSRNOG00000046984","St6galnac6"
"498366",0.903803220655898,"498366","ENSRNOG00000026504","Fam114a1"
"100911668",0.901623248188645,"100911668","ENSRNOG00000065199","Hoxa10"
"316384",0.901035840111557,"316384","ENSRNOG00000025895","Cavin2"
"292710",0.900641791683998,"292710","ENSRNOG00000019982","Ethe1"
